NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         11.0800         -1.8501         -1.1963         26.7971
         11.1000        -12.6751          6.4647         17.2601
         11.1200         -4.9471         17.1517         12.5341
         11.1400         -3.3171         18.1477         -4.6159
         11.1600         -6.5631          5.9137        -23.5789
         11.1800          7.3139        -12.3853        -23.9909
         11.2000         19.5189        -10.0583        -14.2079
         11.2200         12.6239          0.1287          7.9331
         11.2400         11.1389         -4.0313         13.4631
         11.2600          9.7919         -9.0933         -3.0229
         11.2800         -0.4201        -12.7963         -5.3709
         11.3000         -0.5641         -9.7113        -10.8319
         11.3200          4.7649         -2.9413         -6.8859
         11.3400         -0.6971          3.2027          5.8551
         11.3600        -12.9071         -0.7593         -4.1169
         11.3800        -15.1971         -8.2413        -16.6769
         11.4000          2.8849         -6.2893        -11.1509
         11.4200         12.2999          0.8977         -2.5899
         11.4400          1.5879          5.6417         16.8051
         11.4600        -11.2861         -9.1363         17.9871
         11.4800        -12.9081          4.0227        -14.3179
         11.5000         -0.9671         15.7567         -4.6629
         11.5200          1.1869          4.3357         19.0831
         11.5400          7.9099         10.0167          0.5131
         11.5600          9.9029         15.0327         -0.6409
         11.5800          2.4129          8.4617         22.1981
         11.6000        -14.9221         -4.8043         10.8741
         11.6200        -13.4401        -14.2473         -9.6199
         11.6400         11.7039         -8.5853        -13.0629
         11.6600         13.1329          3.7897        -16.5389
         11.6800         -1.1901          2.2917        -28.6479
         11.7000          9.9829         -4.5053        -25.5129
         11.7200         14.7859        -12.4603         -9.6809
         11.7400         -4.7851        -13.9893          2.5891
         11.7600         -8.2241          0.5457          1.1181
         11.7800          6.4019         15.7777         -7.4529
         11.8000         14.9409         16.7477          4.0771
         11.8200          4.3939         17.9737         13.3191
         11.8400         -9.8981          5.9237          6.1941
         11.8600         -3.3831         -6.7883         -0.8299
         11.8800          7.2039         -2.6163         -0.7679
         11.9000          2.4439          1.9877          1.0531
         11.9200          7.4599          5.0057          4.6911
         11.9400         23.0019          1.8357          8.8401
         11.9600          9.0459         -7.3043          9.9561
         11.9800        -15.9021         -5.3663          1.2831
         12.0000         -8.1611          9.1897         -1.4339
         12.0200         -0.7221          7.1327         19.5571
         12.0400         -7.3041          8.2137         12.5231
         12.0600         -1.7351         16.1977        -11.0279
         12.0800         15.8979          5.3137         -5.3089
         12.1000         19.9329        -14.6003          7.1421
         12.1200          8.4939        -22.0273         19.7861
         12.1400          3.3999          6.0847          2.7681
         12.1600         -6.9641          8.5187        -23.8379
         12.1800         -3.0141        -20.4603          0.4511
         12.2000          4.4699        -18.4683         13.2951
         12.2200        -10.6151          2.8887         -3.9569
         12.2400        -13.2241          6.2967         -2.5099
         12.2600        -14.8441         -9.6843          3.7451
         12.2800        -19.7871         -1.3973         -4.7239
         12.3000         -4.0251         27.7007        -19.3119
         12.3200          4.1229         18.0247        -13.4789
         12.3400         -6.4091        -10.9143          8.9411
         12.3600         -8.1861         -5.8523          7.2381
         12.3800         -0.7041          9.7387         -6.5399
         12.4000          6.3389         16.3247         -4.7649
         12.4200         10.5249          7.7357          0.2721
         12.4400          2.5139         -7.9113         -6.4569
         12.4600          5.4799          1.9927         -5.1559
         12.4800         16.8919          3.4297         -1.4559
         12.5000         10.1079         -7.4383         -5.9099
         12.5200          6.7569         -4.5563        -18.5709
         12.5400         12.0209          5.0157        -10.2349
         12.5600          7.0909         13.7827          1.5081
         12.5800         -3.4621         10.5577        -11.5019
         12.6000         -1.1241          8.1767         -5.7569
         12.6200          8.7929         17.0287          0.7801
         12.6400          3.6689         -1.1713          6.3131
         12.6600         -0.0141         -6.6763          4.3051
         12.6800         15.0079          8.2357        -13.3349
         12.7000          8.1039         -7.9633          5.9611
         12.7200          0.4549        -19.5763         25.5461
         12.7400         15.6999        -12.2823         22.2311
         12.7600          6.9499          1.3767         13.7901
         12.7800         -0.6411         14.3437         -6.9399
         12.8000         -0.1951          2.5927        -25.7689
         12.8200          8.5509         -3.8573        -20.7779
         12.8400          0.4589         13.3167         -6.3419
         12.8600        -34.5331         10.7937         -1.6289
         12.8800        -20.5561         -2.7553          6.2031
         12.9000         12.2919          7.5167         16.4201
         12.9200         12.5869          1.9937         14.7821
         12.9400          9.4729        -13.2803          3.9721
         12.9600          2.1379         -3.8913         -8.8799
         12.9800         -5.1991         -3.8563         -0.1809
         13.0000          9.6219         -2.6713          4.5361
         13.0200          4.2669          0.1257         -9.6679
         13.0400         -4.7631         -1.0393        -15.6369
         13.0600         -3.9811         12.3517         -4.9909
         13.0800          0.1539         10.7827         12.3351
         13.1000         15.4499         -0.0413         17.0491
         13.1200         -6.2671          6.6267         14.3041
         13.1400        -34.6681          1.1997          8.7071
         13.1600        -17.1261         -5.8223         -8.8879
         13.1800         -3.4051          4.1367        -19.6309
         13.2000          6.3379         -4.4803         -8.4109
         13.2200         12.8839         -6.2323          2.8591
         13.2400         -1.1811          9.7227          1.4541
         13.2600          8.7479          8.4667         17.9111
         13.2800         19.1769          7.5847         27.0901
         13.3000         -4.4241          8.8397         13.3871
         13.3200         -3.8751         11.9807         -6.7719
         13.3400          0.3849          9.5897         -7.4289
         13.3600         -0.1921        -11.9843         12.1791
         13.3800          5.9079        -20.8733          9.9431
         13.4000        -11.4921        -10.3553          6.6711
         13.4200        -13.5421         -5.7393         -1.9859
         13.4400          3.4269         -0.5623        -11.2019
         13.4600          8.3149          0.5527         -8.8519
         13.4800         -2.2641          7.1887         -3.7809
         13.5000         -8.0781         20.8247         -1.5499
         13.5200         -0.2281          7.5457         -4.7089
         13.5400         -1.1111        -12.8483        -11.1189
         13.5600         -6.9081        -14.1703        -10.8059
         13.5800          5.8469         -6.7883          3.9181
         13.6000         19.8759          1.6927         22.7391
